"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Ticuna,Se2,xd1366,Tucuna (Se2),-3.0,-70.0,-3.0,-70.0,ticu1245,Ticuna,tca,Ticuna-Yuri,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Nimenuendaju(1952); Leeds(1961); ,1940,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,1940,2,A high god present but otiose or not concerned with human affairs,,,Nimenuendaju(1952); Leeds(1961); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Nimenuendaju(1952); Leeds(1961); 
Ethnographic Atlas,Chenchu,Eg1,xd672,Chenchu (Eg1),16.0,79.0,16.0,79.0,chen1255,Chenchu,cde,Dravidian,1940,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",,with special reference to the forest group,Furer-Haimendorf(1943); ,1940,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the forest group,,1940,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the forest group,Furer-Haimendorf(1943); ,1940,1,No games of any of the three types,,with special reference to the forest group,Furer-Haimendorf(1943); 
Ethnographic Atlas,Barama River Carib,Sc3,xd1346,Barama Carib (Sc3),5.0,-59.0,5.0,-59.0,mura1272,Murato,,Cariban,1930,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1930,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Barama River,,1930,2,A high god present but otiose or not concerned with human affairs,,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); 
Ethnographic Atlas,Shina,Ee5,xd657,Dard (Ee5),35.0,73.0,35.0,73.0,shin1264,Shina,scl,Indo-European,1870,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,with special reference to the Shina tribe,Leitner(1873); Biddulph(1880); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,with special reference to the Shina tribe,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,"But 'active, supporting morality' (code ""4"") for Muslim Dards",with special reference to the Shina tribe,Leitner(1873); Biddulph(1880); ,1870,8,Games of all three types present,,with special reference to the Shina tribe,Leitner(1873); Biddulph(1880); 
Ethnographic Atlas,Kuba,Ac4,xd66,Kuba (Ac4),-5.0,22.0,-5.0,22.0,bush1247,Bushoong,buf,Atlantic-Congo,1910,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,"with special reference to the Bushoong, the central subtribe",Vansina(1962); Torday and Joyce(1910); Vansina(1954a); ,1910,2,A belief in possession exists.,,"with special reference to the Bushoong, the central subtribe",,1910,2,A high god present but otiose or not concerned with human affairs,,"with special reference to the Bushoong, the central subtribe",Vansina(1962); Torday and Joyce(1910); Vansina(1954a); ,1910,8,Games of all three types present,,"with special reference to the Bushoong, the central subtribe",Vansina(1962); Torday and Joyce(1910); Vansina(1954a); 
Ethnographic Atlas,Heiltsuk,Nb23,xd1083,Bellabella (Nb23),52.0,-128.0,52.0,-128.0,bell1263,Bella Bella,,Wakashan,1880,1,Complete absence of agriculture,,,Boas(1938); Olson(1955); Drucker(1950); ,1880,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1880,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Boas(1938); Olson(1955); Drucker(1950); ,1880,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Boas(1938); Olson(1955); Drucker(1950); 
Ethnographic Atlas,Alacaluf,Sg5,xd1387,Alacaluf (Sg5),-52.0,-74.0,-52.0,-74.0,qawa1238,Qawasqar,alc,Kawesqar,1900,1,Complete absence of agriculture,,with special reference to the southern bands,Bird(1946); Cooper(1917); ,1900,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the southern bands,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the southern bands,Bird(1946); Cooper(1917); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,with special reference to the southern bands,Bird(1946); Cooper(1917); 
Ethnographic Atlas,Majuro,If3,xd834,Majuro (If3),7.09,171.13,7.0,171.0,rata1243,Ratak,,Austronesian,1940,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,With special reference to the inhabitants of Majuro,Spoehr(1949); ,1940,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,With special reference to the inhabitants of Majuro,,1940,1,A high god absent or not reported in substantial descriptions of religious beliefs,,With special reference to the inhabitants of Majuro,Spoehr(1949); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,With special reference to the inhabitants of Majuro,Spoehr(1949); 
Ethnographic Atlas,Jicarilla,Nh16,xd1266,Jicarilla (Nh16),36.0,-104.0,36.0,-104.0,jica1244,Jicarilla Apache,apj,Athapaskan-Eyak-Tlingit,1870,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,"Jicarilla Reservation, Dulce, New Mexico",,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); 
Ethnographic Atlas,Eyak,Nb5,xd1102,Eyak (Nb5),60.34,-144.85,60.0,-145.0,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit,1890,1,Complete absence of agriculture,,Eyak Tribe,Birket-Smith and De Laguna(1938); ,1890,1,"Trance behavior is known to occur, but there is no belief in possession.",,Eyak Tribe,,1890,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Eyak Tribe,Birket-Smith and De Laguna(1938); ,1890,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Eyak Tribe,Birket-Smith and De Laguna(1938); 
Ethnographic Atlas,Banyaruanda,Ae10,xd128,Ruanda (Ae10),-2.0,30.0,-2.0,30.0,kiny1244,Kinyarwanda,kin,Atlantic-Congo,1910,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,D'Hertefelt(1965); D'Hertefelt et al.(1962); Vanhove(1941); Maquet(1967); Maquet(1955); Czekanowski(1917); Pages(1933); ,1910,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,1910,2,A high god present but otiose or not concerned with human affairs,,,D'Hertefelt(1965); D'Hertefelt et al.(1962); Vanhove(1941); Maquet(1967); Maquet(1955); Czekanowski(1917); Pages(1933); ,1910,6,"Games of physical skill and of strategy present, but not games of chance",,,D'Hertefelt(1965); D'Hertefelt et al.(1962); Vanhove(1941); Maquet(1967); Maquet(1955); Czekanowski(1917); Pages(1933); 
Ethnographic Atlas,Wishram,Nd18,xd1150,Wishram (Nd18),46.0,-121.0,46.0,-121.0,wasc1239,Wasco-Wishram,wac,Chinookan,1860,1,Complete absence of agriculture,,,Spier and Sapir(1930); ,1860,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Spier and Sapir(1930); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Spier and Sapir(1930); 
Ethnographic Atlas,Alkatcho,Nb10,xd1069,Alkatcho (Nb10),53.0,-126.0,53.0,-126.0,sout2958,Southern Carrier,caf,Athapaskan-Eyak-Tlingit,1865,1,Complete absence of agriculture,,,Goldman(1941); Goldman(1940); ,1865,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1865,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Goldman(1941); Goldman(1940); ,1865,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Goldman(1941); Goldman(1940); 
Ethnographic Atlas,Nabesna,Na1,xd1026,Nabesna (Na1),63.0,-141.0,63.0,-141.0,uppe1437,Upper Tanana,tau,Athapaskan-Eyak-Tlingit,1930,1,Complete absence of agriculture,,,McKennan(1959); ,1930,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,McKennan(1959); ,1930,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,McKennan(1959); 
Ethnographic Atlas,Kikuyu,Ad4,xd109,Kikuyu (Ad4),-1.0,37.0,-1.0,37.0,kiku1240,Kikuyu,kik,Atlantic-Congo,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,Fort Hall or Metume district,Routledge and Routledge(1910); Tignor(1976); Middleton(1953); Kenyatta(1939); Cagnolo(1933); Ross(1968); MacPhee(1968); Hailey(1950); Lambert(1956); Lambert(1950); Leakey(1977); Leakey(1952); ,1930,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Fort Hall or Metume district,,1930,3,A high god present and active in human affairs but not offering positive support to human morality,,Fort Hall or Metume district,Routledge and Routledge(1910); Tignor(1976); Middleton(1953); Kenyatta(1939); Cagnolo(1933); Ross(1968); MacPhee(1968); Hailey(1950); Lambert(1956); Lambert(1950); Leakey(1977); Leakey(1952); ,1930,6,"Games of physical skill and of strategy present, but not games of chance",,Fort Hall or Metume district,Routledge and Routledge(1910); Tignor(1976); Middleton(1953); Kenyatta(1939); Cagnolo(1933); Ross(1968); MacPhee(1968); Hailey(1950); Lambert(1956); Lambert(1950); Leakey(1977); Leakey(1952); 
Ethnographic Atlas,Spaniards,Ce6,xd533,Spaniards (Ce6),37.0,-6.0,37.0,-6.0,stan1288,Standard Spanish,spa,Indo-European,1950,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,with special reference to the inhabitants of Andalusia,Pitt-Rivers(1954); ,1950,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,with special reference to the inhabitants of Andalusia,,1950,4,"A high god present, active, and specifically supportive of human morality",,with special reference to the inhabitants of Andalusia,Pitt-Rivers(1954); ,1950,8,Games of all three types present,,with special reference to the inhabitants of Andalusia,Pitt-Rivers(1954); 
Ethnographic Atlas,Hasinai,Nf8,xd1242,Hasinai (Nf8),31.0,-95.0,31.0,-95.0,cadd1256,Caddo,cad,Caddoan,1770,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Spier(1924); Swanton(1942b); Griffith(1954); Parson(1941); ,1770,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1770,4,"A high god present, active, and specifically supportive of human morality",,,Spier(1924); Swanton(1942b); Griffith(1954); Parson(1941); ,1770,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Spier(1924); Swanton(1942b); Griffith(1954); Parson(1941); 
Ethnographic Atlas,Tongans,Ii12,xd878,Tongans (Ii12),-19.74,-175.07,-20.0,-174.0,tong1325,Tonga (Tonga Islands),ton,Austronesian,1920,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,Pangai,Beaglehole and Beaglehole(1941); Gifford(1929); ,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Pangai,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,"But aboriginally 'absent' (code ""1"")",Pangai,Beaglehole and Beaglehole(1941); Gifford(1929); ,1920,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,Pangai,Beaglehole and Beaglehole(1941); Gifford(1929); 
Ethnographic Atlas,Natchez,Ng7,xd1256,Natchez (Ng7),32.0,-91.0,32.0,-91.0,natc1249,Natchez,ncz,Natchez,1700,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Natchez Kingdom,Swanton(1911); White et al.(1971); MacLeod(1924); ,1700,1,"Trance behavior is known to occur, but there is no belief in possession.",,Natchez Kingdom,,1700,2,A high god present but otiose or not concerned with human affairs,,Natchez Kingdom,Swanton(1911); White et al.(1971); MacLeod(1924); ,1700,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Natchez Kingdom,Swanton(1911); White et al.(1971); MacLeod(1924); 
Ethnographic Atlas,Ashanti,Af3,xd208,Ashanti (Af3),7.0,-2.0,7.0,-2.0,asan1239,Asante,,Atlantic-Congo,1900,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Kumasi State,Fortes et al.(1947); Rattray(1923); Busia(1951); Lystad(1958); Rattray(1916); Busia(1954); Rattray(1929); Rattray(1927); Fortes(1969); Fortes(1950); Fortes(1949b); Service(1963); Manoukian(1950); Wilks(1975); Wilks(1967); ,1900,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Kumasi State,,1900,2,A high god present but otiose or not concerned with human affairs,,Kumasi State,Fortes et al.(1947); Rattray(1923); Busia(1951); Lystad(1958); Rattray(1916); Busia(1954); Rattray(1929); Rattray(1927); Fortes(1969); Fortes(1950); Fortes(1949b); Service(1963); Manoukian(1950); Wilks(1975); Wilks(1967); ,1900,6,"Games of physical skill and of strategy present, but not games of chance",,Kumasi State,Fortes et al.(1947); Rattray(1923); Busia(1951); Lystad(1958); Rattray(1916); Busia(1954); Rattray(1929); Rattray(1927); Fortes(1969); Fortes(1950); Fortes(1949b); Service(1963); Manoukian(1950); Wilks(1975); Wilks(1967); 
Ethnographic Atlas,Chachi,Sf3,xd1376,Cayapa (Sf3),1.0,-79.0,1.0,-79.0,chac1249,Chachi,cbi,Barbacoan,1910,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,1910,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,Rio Cayapas Basin,,1910,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,1910,1,No games of any of the three types,,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); 
Ethnographic Atlas,Dena'ina,Na26,xd1042,Tanaina (Na26),62.0,-144.0,62.0,-144.0,tana1289,Tanaina,tfn,Athapaskan-Eyak-Tlingit,1870,1,Complete absence of agriculture,,with special reference to the Iliamna,Osgood(1937); Osgood(1933); ,1870,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,with special reference to the Iliamna,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the Iliamna,Osgood(1937); Osgood(1933); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Iliamna,Osgood(1937); Osgood(1933); 
Ethnographic Atlas,Cheyenne,Ne5,xd1224,Cheyenne (Ne5),39.0,-104.0,39.0,-104.0,chey1247,Cheyenne,chy,Algic,1860,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); ,1860,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1860,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Grinnell(1923); Grinnell(1918); Anderson(1949); Eggan(1937b); Hilger(1946); Mooney(1905-07); Hoebel(1960); 
Ethnographic Atlas,Semang,Ej3,xd725,Semang (Ej3),5.0,101.0,5.0,101.0,kens1248,Kensiu,kns,Austroasiatic,1920,1,Complete absence of agriculture,,Jehai Group or subtribe,Evans(1937); Le Bar et al.(1964d); Schebesta(1927); Murdock(1934h); Schebesta(1952-57); ,1920,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Jehai Group or subtribe,,1920,3,A high god present and active in human affairs but not offering positive support to human morality,,Jehai Group or subtribe,Evans(1937); Le Bar et al.(1964d); Schebesta(1927); Murdock(1934h); Schebesta(1952-57); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Jehai Group or subtribe,Evans(1937); Le Bar et al.(1964d); Schebesta(1927); Murdock(1934h); Schebesta(1952-57); 
Ethnographic Atlas,Seneca,Ng10,xd1245,Iroquois (Ng10),43.0,-77.0,43.0,-77.0,sene1264,Seneca,see,Iroquoian,1750,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,1750,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,with special reference to the Seneca tribe,,1750,2,A high god present but otiose or not concerned with human affairs,,with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); ,1750,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,with special reference to the Seneca tribe,Hunt(1940); Noon(1949); Quain(1937); Fenton(1940); Goldenweiser(1912-13); Morgan(1901); Morgan(1877); Morgan(1871); 
Ethnographic Atlas,Carajá,Sj1,xd1407,Caraja (Sj1),-12.0,-50.0,-12.0,-50.0,kara1500,Karajá,kpj,Nuclear-Macro-Je,1950,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Krause(1911); Lipkind(1948); Dietschy(nd); Dietschy(1962); Ehrenreich(1891); ,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Krause(1911); Lipkind(1948); Dietschy(nd); Dietschy(1962); Ehrenreich(1891); ,1950,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Krause(1911); Lipkind(1948); Dietschy(nd); Dietschy(1962); Ehrenreich(1891); 
Ethnographic Atlas,Hualapai,Nd65,xd1202,Walapai (Nd65),36.0,-114.0,36.0,-114.0,wala1270,Walapai,,Cochimi-Yuman,1870,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",But agriculture was practiced by a few families only,,Drucker(1941); Kniffen et al.(1935); ,1870,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1870,1,A high god absent or not reported in substantial descriptions of religious beliefs,But there was a mythical creator who was not a supreme being,,Drucker(1941); Kniffen et al.(1935); ,1870,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Drucker(1941); Kniffen et al.(1935); 
Ethnographic Atlas,Keraki,Ie5,xd819,Keraki (Ie5),-9.0,142.0,-9.0,142.0,namb1293,Nambo,ncm,Morehead-Wasur,1930,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Williams(1936); ,1930,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Williams(1936); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Williams(1936); 
Ethnographic Atlas,Ona,Sg3,xd1385,Ona (Sg3),-54.0,-69.0,-54.0,-69.0,onaa1245,Selk'nam,ona,Chonan,1880,1,Complete absence of agriculture,,with special reference to the Shelknam,Gusinde(1931b); Gusinde(1931a); Bridges(1949); Lothrop(1928); Baer and Schmitz(1964); Steward(1949); Lowier(1948); Gallardo(1910); ,1880,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,with special reference to the Shelknam,,1880,2,A high god present but otiose or not concerned with human affairs,,with special reference to the Shelknam,Gusinde(1931b); Gusinde(1931a); Bridges(1949); Lothrop(1928); Baer and Schmitz(1964); Steward(1949); Lowier(1948); Gallardo(1910); ,1880,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,with special reference to the Shelknam,Gusinde(1931b); Gusinde(1931a); Bridges(1949); Lothrop(1928); Baer and Schmitz(1964); Steward(1949); Lowier(1948); Gallardo(1910); 
Ethnographic Atlas,Wiyot,Nb36,xd1097,Wiyot (Nb36),39.81,-123.55,40.0,-124.0,wiyo1248,Wiyot,wiy,Algic,1860,1,Complete absence of agriculture,,,Gifford(1922g); Driver(1939); Kroeber(1925a); ,1860,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,,,1860,2,A high god present but otiose or not concerned with human affairs,,,Gifford(1922g); Driver(1939); Kroeber(1925a); ,1860,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Gifford(1922g); Driver(1939); Kroeber(1925a); 
Ethnographic Atlas,Abipón,Sh3,xd1390,Abipon (Sh3),-29.0,-61.0,-29.0,-61.0,abip1241,Abipon,axb,Guaicuruan,1800,1,Complete absence of agriculture,,Those in contact with mission,Metraux(1946a); Dobrizhoffer(1822); ,1800,1,"Trance behavior is known to occur, but there is no belief in possession.",,Those in contact with mission,,1800,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Those in contact with mission,Metraux(1946a); Dobrizhoffer(1822); ,1800,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Those in contact with mission,Metraux(1946a); Dobrizhoffer(1822); 
Ethnographic Atlas,Ila,Ac1,xd33,Ila (Ac1),-16.0,27.0,-16.0,27.0,ilaa1246,Ila,ilb,Atlantic-Congo,1920,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,,Tuden(nd); Smith and Dale(1920); ,1920,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,1920,2,A high god present but otiose or not concerned with human affairs,,,Tuden(nd); Smith and Dale(1920); ,1920,6,"Games of physical skill and of strategy present, but not games of chance",,,Tuden(nd); Smith and Dale(1920); 
Ethnographic Atlas,Sirionó,Se1,xd1362,Siriono (Se1),-16.0,-64.0,-16.0,-64.0,siri1273,Sirionó,srq,Tupian,1940,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Vicinity of the Rio Blanco,Holmberg(1950); ,1940,2,A belief in possession exists.,,Vicinity of the Rio Blanco,,1940,2,A high god present but otiose or not concerned with human affairs,,Vicinity of the Rio Blanco,Holmberg(1950); ,1940,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Vicinity of the Rio Blanco,Holmberg(1950); 
